,Modernism By Topic,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
20,tenderNight,0.084836604,6.32E-07,5.89E-08,0.000475295,0.014200474,0.017969649,0.108509675,0.098762859,0.000450366,0.000149,5.92E-08,0.001120099,0.012751085,0.011271626,3.00E-05,0.129234955,0.011996327,0.037295266,8.47E-05,1.06E-06,2.44E-07,0.199783651,0.01029431,0.080440798,0.170963532,0.005024476,3.31E-07,1.18E-07,0.000893171,0.003459573
19,gatsby,0.077227909,1.44E-06,1.35E-07,2.51E-06,5.64E-06,0.010477424,0.082375706,0.065313076,9.29E-06,2.18E-05,1.35E-07,0.000647968,0.013470702,5.67E-06,4.76E-06,0.150199134,4.44E-06,2.49E-06,2.40E-06,2.42E-06,5.59E-07,0.322352558,3.32E-06,0.062515433,0.208322521,8.17E-06,7.58E-07,2.70E-07,1.29E-06,0.007020056
18,beautifulDamned-1922,0.039726268,5.20E-07,4.85E-08,0.000115693,0.009598408,0.006341271,0.11107194,0.109363319,3.34E-06,0.030840227,4.87E-08,0.000646393,0.037860413,0.011595752,2.47E-05,0.177534972,0.009368396,8.96E-07,8.63E-07,8.72E-07,2.01E-07,0.154076139,1.19E-06,0.089439407,0.1954874,0.009920726,2.73E-07,9.73E-08,4.65E-07,0.006979782
17,sisterCarrie-1900,0.055568775,4.85E-07,4.52E-08,8.65E-05,0.001971657,2.60E-05,0.183767916,0.026498859,0.000217224,0.011119354,4.54E-08,0.019187123,0.367042584,1.90E-06,0.00454062,0.167153456,1.49E-06,8.35E-07,8.05E-07,8.13E-07,1.88E-07,0.10538803,2.25E-05,0.051723664,0.005075562,0.000602234,2.54E-07,9.07E-08,4.34E-07,5.58E-07
9,romance,0.001729704,0.162506137,3.91E-08,0.000963726,2.02E-05,0.253494358,0.07633755,0.031420705,0.00196573,0.001413785,3.93E-08,0.000132517,2.36E-06,0.006131492,0.000186574,0.224027995,1.29E-06,7.23E-07,6.96E-07,7.03E-07,1.62E-07,0.101656612,9.64E-07,0.138001349,1.11E-06,2.37E-06,2.20E-07,7.85E-08,3.75E-07,4.82E-07
8,inheritors,7.61E-05,0.005159199,1.15E-07,0.074059722,0.012763988,0.047139158,0.148228247,0.166448134,7.91E-06,0.066474918,1.15E-07,0.012984817,0.008205388,4.83E-06,0.016346672,0.213816086,0.002284141,0.00825487,0.003151118,0.00011065,4.76E-07,0.140039628,2.82E-06,0.055858674,3.24E-06,0.018575639,6.45E-07,2.30E-07,1.10E-06,1.41E-06
16,underWesternEyes,0.002736338,0.090644509,5.70E-08,1.06E-06,0.001351655,0.093618057,0.156085681,0.084562968,3.93E-06,0.007807996,5.73E-08,4.20E-06,0.009097519,2.40E-06,0.003132319,0.438325882,0.005668807,1.05E-06,1.01E-06,1.02E-06,2.36E-07,0.078480612,1.40E-06,0.028437483,2.86E-05,3.45E-06,3.21E-07,1.14E-07,5.47E-07,7.03E-07
15,secretAgent,0.000599249,0.007660907,6.52E-08,1.22E-06,2.73E-06,0.108207039,0.153546481,0.07161857,4.50E-06,0.012705495,6.55E-08,0.00012836,0.15669844,2.75E-06,2.31E-06,0.353947511,0.008928761,1.21E-06,1.16E-06,1.17E-06,2.71E-07,0.08065655,1.61E-06,0.045275865,1.84E-06,3.95E-06,3.67E-07,1.31E-07,6.26E-07,8.04E-07
14,rescue,7.84E-05,5.22E-07,4.87E-08,9.07E-07,2.04E-06,0.455688993,0.097526684,0.031033214,0.000625561,5.40E-05,4.89E-08,3.59E-06,2.94E-06,2.05E-06,2.48E-05,0.30453647,1.60E-06,8.99E-07,8.67E-07,8.75E-07,2.02E-07,0.029503179,9.34E-05,0.08079003,1.38E-06,2.60E-05,2.74E-07,9.76E-08,4.67E-07,6.00E-07
13,nostromo,0.000286568,0.230908575,3.48E-08,6.48E-07,1.79E-05,0.154365018,0.10548364,0.052299092,2.40E-06,0.005670874,3.49E-08,2.56E-06,0.001616039,1.46E-06,1.77E-05,0.280249963,1.15E-06,6.43E-07,6.19E-07,6.25E-07,1.44E-07,0.06176212,8.57E-07,0.10417813,9.83E-07,2.11E-06,1.96E-07,6.98E-08,0.003129394,4.29E-07
12,niggerNarcissus,0.015152464,1.05E-06,9.80E-08,1.83E-06,5.05E-05,0.51739297,0.022101131,0.009315141,6.76E-06,0.000108707,9.85E-08,0.000285764,5.93E-06,0.006456909,3.47E-06,0.161927016,3.23E-06,1.81E-06,1.75E-06,1.76E-06,4.07E-07,0.07758489,0.000280953,0.188978773,2.77E-06,0.000330901,5.52E-07,1.97E-07,9.41E-07,1.21E-06
11,lordJim,0.003898697,0.002929104,4.83E-08,9.01E-07,2.02E-06,0.384427558,0.107101196,0.043692178,3.33E-06,0.001632267,4.85E-08,3.56E-06,0.001421455,0.001580725,1.71E-06,0.249229211,2.45E-05,8.93E-07,8.60E-07,0.006269873,2.00E-07,0.062490165,1.19E-06,0.135282612,1.37E-06,2.93E-06,2.72E-07,9.69E-08,4.64E-07,5.96E-07
10,HofD,0.000494147,0.003707425,1.63E-07,3.04E-06,6.82E-06,0.337541879,0.078443205,0.067525023,0.00116927,0.000257983,1.64E-07,0.000243622,0.009737256,6.86E-06,5.76E-06,0.24211085,5.37E-06,3.01E-06,2.90E-06,0.007877494,6.76E-07,0.071817857,4.02E-06,0.169597289,0.009268801,0.000164284,9.17E-07,3.27E-07,1.56E-06,2.01E-06
7,chance,0.020167132,5.30E-07,4.94E-08,0.001709999,2.07E-06,0.249389853,0.202352034,0.069993945,3.41E-06,0.016911479,4.97E-08,0.004311456,0.01519739,2.08E-06,0.002717542,0.334114968,1.63E-06,9.14E-07,7.11E-05,8.89E-07,2.05E-07,0.063124987,1.22E-06,0.019872373,1.40E-06,4.98E-05,2.78E-07,9.92E-08,4.74E-07,6.10E-07
6,awakening,0.080786842,1.08E-06,1.01E-07,1.88E-06,0.009439029,0.010016807,0.128565226,0.011467513,0.000769351,0.000206884,1.01E-07,0.071721552,0.009631502,0.008533692,3.56E-06,0.219387406,3.31E-06,0.091348036,1.79E-06,1.81E-06,4.18E-07,0.237836657,2.48E-06,0.092766671,0.027449584,6.10E-06,5.66E-07,4.79E-05,9.65E-07,1.24E-06
5,myAntonia-1918,0.433009125,0.000873755,8.01E-08,1.49E-06,3.36E-06,0.008281638,0.030023139,0.012966605,0.004521812,0.006502753,8.05E-08,5.91E-06,0.022016982,3.37E-06,7.87E-05,0.064977022,2.64E-06,1.48E-06,1.43E-06,3.94E-05,3.33E-07,0.25952552,1.97E-06,0.138024093,0.01905415,4.86E-06,4.51E-07,1.61E-07,7.69E-07,7.69E-05
4,stranger-1942,0.083621271,2.13E-06,1.99E-07,0.184207544,8.32E-06,0.020633627,0.133572037,0.040818364,1.37E-05,0.001444045,2.00E-07,1.47E-05,0.002365156,8.37E-06,7.03E-06,0.173481617,6.55E-06,3.67E-06,3.54E-06,0.011863402,0.000189076,0.218113899,4.90E-06,0.097213942,0.011677197,0.008859855,0.00018937,3.99E-07,0.011673484,2.45E-06
3,wayOfAllFlesh-1903,0.074482637,5.17E-07,4.82E-08,8.98E-07,0.006594004,4.87E-06,0.236560731,0.031172995,0.003310721,0.389847464,4.84E-08,0.092542287,0.000641582,2.03E-06,1.70E-06,0.081637688,1.59E-06,8.90E-07,0.002076536,8.66E-07,0.007801099,0.008810543,1.19E-06,0.054465117,1.36E-06,0.010039164,2.71E-07,9.66E-08,4.62E-07,5.94E-07
2,zuleikaDobson-1911,0.001398356,0.000385026,8.11E-08,1.51E-06,0.032426152,0.023787459,0.127466096,0.086498779,0.021095753,0.010308503,8.15E-08,0.013835591,4.90E-06,0.020517339,0.023513207,0.13630181,2.67E-06,1.50E-06,0.208252344,1.46E-06,3.37E-07,0.156822565,0.000962388,0.098182967,0.001577333,0.016446788,4.56E-07,1.63E-07,7.78E-07,0.020207599
1,nightwood,0.068329533,0.005935694,1.28E-07,2.38E-06,0.059833016,0.015393737,0.059045463,0.05720314,0.019628419,0.000262907,1.28E-07,9.43E-06,0.004004315,0.023682121,4.52E-06,0.085931783,4.21E-06,0.032701692,2.28E-06,0.009206555,5.31E-07,0.205597876,0.000124259,0.169601167,3.62E-06,0.005639301,0.17784874,2.57E-07,1.23E-06,1.58E-06
